"Date 
Issued",Project ID,Cooperative/ Aggregate ID,"Project 
Name",Project Developer,Project Owner,Project Type,Protocol Version,ARB Eligible,CORSIA Eligible,Vintage,"Issuance 
Year",Total Offset Credits Issued,Offset Credits Currently in Reserve Buffer Pool,Offset Credits Intended for ARB Buffer Pool,Offset Credits Converted to VCUs,Canceled for ARB Compliance,Canceled,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verification Body,Project Website
12/18/19,CAR1156,,Maple Leaf Dairy East,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2019,685,,,,685,,Manitowoc County,WISCONSIN,US,,"Agri-Waste Technology, Inc.",
8/2/18,CAR1156,,Maple Leaf Dairy East,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,7128,,,,7128,,Manitowoc County,WISCONSIN,US,,"SES, Inc.",
7/26/17,CAR1156,,Maple Leaf Dairy East,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2017,7403,,,,7403,,Manitowoc County,WISCONSIN,US,,"Agri-Waste Technology, Inc.",
7/18/16,CAR1156,,Maple Leaf Dairy East,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2015,2016,7720,,,,7720,,Manitowoc County,WISCONSIN,US,,"First Environment of California, Inc.",
2/3/21,CAR1159,,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,18909,,,,18909,,"Washington and Russell Counties, Virginia; near Saltville",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
4/15/20,CAR1159,,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,22447,,,,22447,,"Washington and Russell Counties, Virginia; near Saltville",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
4/15/20,CAR1159,,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2020,29297,,,,29297,,"Washington and Russell Counties, Virginia; near Saltville",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
10/2/18,CAR1159,,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,23767,,,,23767,,"Washington and Russell Counties, Virginia; near Saltville",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
10/4/17,CAR1159,,Virginia Conservation Forestry Program - Rich Mountain,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2017,51354,,,,51354,,"Washington and Russell Counties, Virginia; near Saltville",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
2/4/21,CAR1160,,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,11405,,,,11405,,"Russell and Tazewell Counties, Virginia; near Rosedale",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
4/15/20,CAR1160,,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,14149,,,,14149,,"Russell and Tazewell Counties, Virginia; near Rosedale",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
4/15/20,CAR1160,,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2020,13844,,,,13844,,"Russell and Tazewell Counties, Virginia; near Rosedale",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
10/3/18,CAR1160,,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,14600,,,,14600,,"Russell and Tazewell Counties, Virginia; near Rosedale",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
10/4/17,CAR1160,,Virginia Conservation Forestry Program - Clifton Farm,The Nature Conservancy,The Nature Conservancy,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2017,31137,,,,31137,,"Russell and Tazewell Counties, Virginia; near Rosedale",VIRGINIA,US,,"S&A Carbon, LLC",http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
10/9/19,CAR1161,,SIG Carbon– Northeast Wilderness Trust – Howland Research Forest,Northeast Wilderness Trust,Northeast Wilderness Trust,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2019,852,,,,852,,Penobscot County,MAINE,US,,"S&A Carbon, LLC",www.sigcarbon.com
3/8/19,CAR1161,,SIG Carbon– Northeast Wilderness Trust – Howland Research Forest,Northeast Wilderness Trust,Northeast Wilderness Trust,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2019,6910,,,,6910,,Penobscot County,MAINE,US,,"S&A Carbon, LLC",www.sigcarbon.com
3/8/19,CAR1162,,SIG Carbon - Northeast Wilderness Trust - Alder Stream Preserve,Northeast Wilderness Trust,Northeast Wilderness Trust,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2019,2616,,,,777,1839,Piscataquis County,MAINE,US,,"S&A Carbon, LLC",www.sigcarbon.com
7/16/20,CAR1169,,TMF Biofuels Dairy Digester,"TMF Biofuels, LLC","TMF Biofuels, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2020,12781,,,,12781,,"Boardman, Oregon",OREGON,US,,"First Environment of California, Inc.",
2/5/20,CAR1169,,TMF Biofuels Dairy Digester,"TMF Biofuels, LLC","TMF Biofuels, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2020,62707,,,,62707,,"Boardman, Oregon",OREGON,US,,"GHD Services, Inc.",
3/22/19,CAR1169,,TMF Biofuels Dairy Digester,"TMF Biofuels, LLC","TMF Biofuels, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2019,67489,,,,67489,,"Boardman, Oregon",OREGON,US,,"First Environment of California, Inc.",
3/8/18,CAR1169,,TMF Biofuels Dairy Digester,"TMF Biofuels, LLC","TMF Biofuels, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,54717,,,,54717,,"Boardman, Oregon",OREGON,US,,"GHD Services, Inc.",
2/21/17,CAR1169,,TMF Biofuels Dairy Digester,"TMF Biofuels, LLC","TMF Biofuels, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2017,40632,,,,40632,,"Boardman, Oregon",OREGON,US,,"First Environment of California, Inc.",
10/5/15,CAR1171,,A-GAS Americas 2015-1,Reclamation Technologies Inc.,Reclamation Technologies Inc.,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2015,2015,134418,,,,134418,,Bowling Green,OHIO,US,,"Ruby Canyon Environmental, Inc.",
10/15/15,CAR1172,,DPC Domestic ODS Destruction Project #22,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2015,2015,130995,,,,130995,,Bowling Green,OHIO,US,,"SES, Inc.",www.divpc.com
11/24/21,CAR1173,,Forest Carbon Partners - Berea College Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2021,2021,26217,,5034,,,,"Madison County, Kentucky; Near Berea",KENTUCKY,US,,NSF Certification LLC,www.forestcarbonpartners.com
11/24/21,CAR1173,,Forest Carbon Partners - Berea College Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,10574,,2030,,,,"Madison County, Kentucky; Near Berea",KENTUCKY,US,,NSF Certification LLC,www.forestcarbonpartners.com
11/24/21,CAR1173,,Forest Carbon Partners - Berea College Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2021,10867,,2086,,,,"Madison County, Kentucky; Near Berea",KENTUCKY,US,,NSF Certification LLC,www.forestcarbonpartners.com
11/24/21,CAR1173,,Forest Carbon Partners - Berea College Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2021,8748,,1679,,,,"Madison County, Kentucky; Near Berea",KENTUCKY,US,,NSF Certification LLC,www.forestcarbonpartners.com
7/13/18,CAR1173,,Forest Carbon Partners - Berea College Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,375885,,,,375885,,"Madison County, Kentucky; Near Berea",KENTUCKY,US,,SCS Global Services,www.forestcarbonpartners.com
12/15/20,CAR1174,,Forest Carbon Partners -- Eddie Ranch Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2020,5919,,,,5919,,Mendocino County,CALIFORNIA,US,,NSF Certification LLC,www.forestcarbonpartners.com
8/11/18,CAR1174,,Forest Carbon Partners -- Eddie Ranch Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,274971,,,,274971,,Mendocino County,CALIFORNIA,US,,SCS Global Services,www.forestcarbonpartners.com
4/23/21,CAR1175,,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,140773,,,,140773,,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,"S&A Carbon, LLC",
6/2/20,CAR1175,,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,161802,,,,161802,,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,"S&A Carbon, LLC",
6/2/20,CAR1175,,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2020,134443,,,,134443,,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,"S&A Carbon, LLC",
8/7/18,CAR1175,,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,128224,,,,128224,,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,"S&A Carbon, LLC",
8/3/17,CAR1175,,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2017,57942,,,,57942,,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,"S&A Carbon, LLC",
3/13/17,CAR1175,,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2017,65601,,,,65601,,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,"S&A Carbon, LLC",
8/16/16,CAR1175,,Finite Carbon - Passamaquoddy Tribe IFM,Passamaquoddy Joint Tribal Council,Passamaquoddy Joint Tribal Council,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2015,2016,3824257,,,,3824257,,"Frankin, Somerset, Penobscot, Hancock, and Washington Counties",MAINE,US,,SCS Global Services,
11/5/18,CAR1177,,"Pixley Biogas, LLC","Pixley Biogas, LLC","Pixley Biogas, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,3657,,,,3657,,"Tulare County, city of Pixley",CALIFORNIA,US,,"First Environment of California, Inc.",
8/22/17,CAR1177,,"Pixley Biogas, LLC","Pixley Biogas, LLC","Pixley Biogas, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2017,10505,,,,10505,,"Tulare County, city of Pixley",CALIFORNIA,US,,"First Environment of California, Inc.",
8/3/16,CAR1177,,"Pixley Biogas, LLC","Pixley Biogas, LLC","Pixley Biogas, LLC",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2015,2016,8213,,,,8213,,"Tulare County, city of Pixley",CALIFORNIA,US,,"First Environment of California, Inc.",
6/3/19,CAR1178,,Open Sky Ranch Dairy Digester,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2019,21275,,,,21275,,Fresno Co,CALIFORNIA,US,,"First Environment of California, Inc.",
2/28/18,CAR1178,,Open Sky Ranch Dairy Digester,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,22684,,,,22684,,Fresno Co,CALIFORNIA,US,,Cameron-Cole LLC,
4/4/17,CAR1178,,Open Sky Ranch Dairy Digester,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2017,18782,,,,18782,,Fresno Co,CALIFORNIA,US,,"First Environment of California, Inc.",
1/30/16,CAR1179,,A-GAS RemTec 2015-2,Reclamation Technologies Inc.,Reclamation Technologies Inc.,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2015,2016,135577,,,,135577,,Bowling Green,OHIO,US,,"SES, Inc.",www.agasamericas.com
6/18/20,CAR1180,,Mailliard Ranch,"Mailliard Ranch, a California Limited Partnership","Mailliard Ranch, a California Limited Partnership",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,81986,,,,81986,,Mendocino County,CALIFORNIA,US,,"S&A Carbon, LLC",
6/24/19,CAR1180,,Mailliard Ranch,"Mailliard Ranch, a California Limited Partnership","Mailliard Ranch, a California Limited Partnership",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2019,50064,,,,50064,,Mendocino County,CALIFORNIA,US,,SCS Global Services,
6/24/19,CAR1180,,Mailliard Ranch,"Mailliard Ranch, a California Limited Partnership","Mailliard Ranch, a California Limited Partnership",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2019,48418,,,,48418,,Mendocino County,CALIFORNIA,US,,SCS Global Services,
4/27/17,CAR1180,,Mailliard Ranch,"Mailliard Ranch, a California Limited Partnership","Mailliard Ranch, a California Limited Partnership",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2017,927027,,,,927027,,Mendocino County,CALIFORNIA,US,,SCS Global Services,
3/22/16,CAR1182,,ClimeCo ODS Destruction 16 and 17,ClimeCo LLC,ClimeCo LLC,Ozone Depleting Substances - U.S. - ARB Compliance,"Compliance Offset Protocol ARB Ozone Depleting Substances Projects, November 14, 2014",Yes,No,2015,2016,245955,,,,245946,9,"Bowling Green, Ohio",OHIO,US,,SCS Engineers,www.climeco.com
2/26/21,CAR1183,,Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2021,91947,,,,91947,,"Otero County, New Mexico",NEW MEXICO,US,,"Ruby Canyon Environmental, Inc.",www.forestcarbonpartners.com
6/19/17,CAR1183,,Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2017,4455664,,,,4417068,38596,"Otero County, New Mexico",NEW MEXICO,US,,SCS Global Services,www.forestcarbonpartners.com
2/18/21,CAR1184,,Spruce Haven Farm COP,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2020,2021,8393,,,,8393,,"Cayuga County, New York, USA",NEW YORK,US,,"Agri-Waste Technology, Inc.",
3/4/20,CAR1184,,Spruce Haven Farm COP,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2019,2020,11332,,,,11332,,"Cayuga County, New York, USA",NEW YORK,US,,"SES, Inc.",
2/15/19,CAR1184,,Spruce Haven Farm COP,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2018,2019,2289,,,,2289,,"Cayuga County, New York, USA",NEW YORK,US,,"SES, Inc.",
3/21/18,CAR1184,,Spruce Haven Farm COP,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2017,2018,6575,,,,6575,,"Cayuga County, New York, USA",NEW YORK,US,,"Agri-Waste Technology, Inc.",
3/8/17,CAR1184,,Spruce Haven Farm COP,ClimeCo LLC,ClimeCo LLC,Livestock - ARB Compliance,"ARB Compliance Offset Protocol Livestock Projects, November 14, 2014",Yes,No,2016,2017,8956,,,,8956,,"Cayuga County, New York, USA",NEW YORK,US,,"SES, Inc.",
6/26/18,CAR1190,,Greenwood Creek,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,331816,,,,331816,,Mendocino County,CALIFORNIA,US,,SCS Global Services,
6/20/19,CAR1191,,Hollow Tree,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2019,67448,,,,67448,,Mendocino County,CALIFORNIA,US,,SCS Global Services,
6/20/19,CAR1191,,Hollow Tree,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2019,99720,,,,99720,,Mendocino County,CALIFORNIA,US,,SCS Global Services,
6/20/17,CAR1191,,Hollow Tree,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2016,2017,817984,,,,817984,,Mendocino County,CALIFORNIA,US,,SCS Global Services,
6/17/21,CAR1197,,Finite Carbon - Upper Hudson Woodlands ATP IFM,TimberLink LLC,TimberLink LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,89866,,,,89866,,Warrensburg,NEW YORK,US,,SCS Global Services,
7/2/20,CAR1197,,Finite Carbon - Upper Hudson Woodlands ATP IFM,TimberLink LLC,TimberLink LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,97439,,,,97439,,Warrensburg,NEW YORK,US,,SCS Global Services,
7/22/19,CAR1197,,Finite Carbon - Upper Hudson Woodlands ATP IFM,TimberLink LLC,TimberLink LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2019,110542,,,,110542,,Warrensburg,NEW YORK,US,,SCS Global Services,
6/7/18,CAR1197,,Finite Carbon - Upper Hudson Woodlands ATP IFM,TimberLink LLC,TimberLink LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,1411136,,,,1411136,,Warrensburg,NEW YORK,US,,SCS Global Services,
6/6/18,CAR1204,,Finite Carbon - AMC Silver Lake IFM,AMC Maine Woods Initiative LLC,AMC Maine Woods Initiative LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,172304,,,,172304,,Williamsburg,MAINE,US,,SCS Global Services,
4/21/21,CAR1205,,Finite Carbon - Lyme Logan IFM,Lyme Mountaineer Forest Holdings LLC,Lyme Mountaineer Forest Holdings LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,157102,,,,157102,,Logan and Mingo Counties,WEST VIRGINIA,US,,"S&A Carbon, LLC",
7/15/20,CAR1205,,Finite Carbon - Lyme Logan IFM,Lyme Mountaineer Forest Holdings LLC,Lyme Mountaineer Forest Holdings LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,166128,,,,166128,,Logan and Mingo Counties,WEST VIRGINIA,US,,"S&A Carbon, LLC",
11/2/18,CAR1205,,Finite Carbon - Lyme Logan IFM,Lyme Mountaineer Forest Holdings LLC,Lyme Mountaineer Forest Holdings LLC,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2018,2961030,,,,2959030,2000,Logan and Mingo Counties,WEST VIRGINIA,US,,"S&A Carbon, LLC",
12/10/18,CAR1206,,Wapiti Woods I,The Conservation Fund,The Conservation Fund,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2018,322548,,62058,,,,Logan and Mingo Counties,WEST VIRGINIA,US,,SCS Global Services,
1/7/21,CAR1208,,Finite Carbon - Alma Land Company IFM,Alma Land Company,Alma Land Company,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2020,2021,71689,,,,71689,,"Wayne, Pulaski, McCreary, Harlan, Letcher, Pike, Floyd, Magofinn, Johnson, Morgan, Lawrence, & Martin Counties",KENTUCKY,US,,NSF Certification LLC,
9/2/20,CAR1208,,Finite Carbon - Alma Land Company IFM,Alma Land Company,Alma Land Company,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2020,71689,,,,71689,,"Wayne, Pulaski, McCreary, Harlan, Letcher, Pike, Floyd, Magofinn, Johnson, Morgan, Lawrence, & Martin Counties",KENTUCKY,US,,NSF Certification LLC,
10/8/19,CAR1208,,Finite Carbon - Alma Land Company IFM,Alma Land Company,Alma Land Company,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2018,2019,73381,,,,71689,1692,"Wayne, Pulaski, McCreary, Harlan, Letcher, Pike, Floyd, Magofinn, Johnson, Morgan, Lawrence, & Martin Counties",KENTUCKY,US,,NSF Certification LLC,
9/21/18,CAR1208,,Finite Carbon - Alma Land Company IFM,Alma Land Company,Alma Land Company,Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2017,2018,514380,,,,501850,12530,"Wayne, Pulaski, McCreary, Harlan, Letcher, Pike, Floyd, Magofinn, Johnson, Morgan, Lawrence, & Martin Counties",KENTUCKY,US,,NSF Certification LLC,
2/24/21,CAR1209,,Blue Source-Wolf River Improved Forest Management Project,"Blue Source, LLC","Blue Source, LLC",Improved Forest Management - ARB Compliance,"ARB Compliance Offset Protocol U.S. Forest Projects, November 14, 2014",Yes,No,2019,2021,33023,,6353,,,,"Antigo, WI",WISCONSIN,US,,"S&A Carbon, LLC",
