Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year
ACR164,2007,ACR-US-164-2007-280-202149393 to 202149525,133,43137,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,ClimeCo Corporation,On Behalf of Third Party,Burton Snowboards & Vail Resorts,39489,2018
ACR164,2004,ACR-US-164-2004-283-202536312 to 202539311,3000,43116,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,ClimeCo Corporation,On Behalf of Third Party,Montrose Environmental Group Inc,39489,2018
ACR164,2006,ACR-US-164-2006-281-202292122 to 202297151,5030,41578,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,On Behalf of CF Donors,39489,2013
ACR164,2005,ACR-US-164-2005-282-202449585 to 202472049,22465,41578,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,On Behalf of CF Donors,39489,2013
ACR164,2005,ACR-US-164-2005-282-202448634 to 202449584,951,41289,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,Retirement on behalf of Carbonfund.org customers,39489,2013
ACR164,2006,ACR-US-164-2006-281-202287997 to 202292121,4125,41109,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,On Behalf of Third Party,Quarterly Retirements,39489,2012
ACR164,2005,ACR-US-164-2005-282-202448561 to 202448633,73,41109,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,On Behalf of Third Party,Quarterly Retirements,39489,2012
ACR164,2006,ACR-US-164-2006-281-202279237 to 202287996,8760,41009,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2012
ACR164,2005,ACR-US-164-2005-282-202448516 to 202448560,45,41009,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2012
ACR164,2006,ACR-US-164-2006-281-202279236 to 202279236,1,40899,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2005,ACR-US-164-2005-282-202447692 to 202448515,824,40899,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2006,ACR-US-164-2006-281-202277101 to 202279235,2135,40823,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2006,ACR-US-164-2006-281-202273270 to 202273634,365,40823,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2005,ACR-US-164-2005-282-202432084 to 202447691,15608,40823,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2005,ACR-US-164-2005-282-202431991 to 202432083,93,40774,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2005,ACR-US-164-2005-282-202430721 to 202431990,1270,40652,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2005,ACR-US-164-2005-282-202429521 to 202430720,1200,40583,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2011
ACR164,2006,ACR-US-164-2006-281-202276101 to 202277100,1000,40473,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2010
ACR164,2005,ACR-US-164-2005-282-202413959 to 202429520,15562,40473,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2010
ACR164,2004,ACR-US-164-2004-283-202477050 to 202536311,59262,40435,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,"CantorCO2e, L.P.",On Behalf of Third Party,Retirement on behalf of Port Authority of NY/ NJ,39489,2010
ACR164,2003,ACR-US-164-2003-284-202605208 to 202615945,10738,40435,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,"CantorCO2e, L.P.",On Behalf of Third Party,Retirement on behalf of Port Authority of NY/ NJ,39489,2010
ACR164,2006,ACR-US-164-2006-281-202274110 to 202276100,1991,40345,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2010
ACR164,2005,ACR-US-164-2005-282-202395932 to 202413958,18027,40345,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from DANC",39489,2010
ACR164,2007,ACR-US-164-2007-280-202139393 to 202149392,10000,40085,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,129,On Behalf of Third Party,Retirement on behalf of the Port Authority of NY and NJ,39489,2009
ACR164,2006,ACR-US-164-2006-281-202302152 to 202312151,10000,40085,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,129,On Behalf of Third Party,Retirement on behalf of the Port Authority of NY and NJ,39489,2009
ACR164,2004,ACR-US-164-2004-283-202472050 to 202477049,5000,40085,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,129,On Behalf of Third Party,Retirement on behalf of the Port Authority of NY and NJ,39489,2009
ACR164,2003,ACR-US-164-2003-284-202547708 to 202605207,57500,40085,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,129,On Behalf of Third Party,Retirement on behalf of the Port Authority of NY and NJ,39489,2009
ACR164,2006,ACR-US-164-2006-281-202273635 to 202274109,475,40002,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Environmental Defense Fund, from DANC",39489,2009
ACR164,2004,ACR-US-164-2004-283-202545208 to 202547707,2500,39590,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Environmental Capital LLC,On Behalf of Third Party,"Retirement on behalf of JetOffsets, Inc.",39489,2008
ACR164,2006,ACR-US-164-2006-281-202297152 to 202302151,5000,39518,DANC,Landfill Gas Capture & Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,,Environmental Capital LLC,On Behalf of Third Party,Retirement on behalf of LEAP CARS,39489,2008
ACR165,2013,ACR-BR-165-2013-382-222992 to 226891,3900,43850,Malhas Menegotti Industria Textil Fuel Switch,Fuel Switching,Version 19.0,"Jaragu· do Sul, Santa Catarina, Brazil",SC,BR,,,Malhas Menegotti Industria Textil Ltda.,On Behalf of Third Party,"Offsetting of the Corporate Sustainability Program, regarding the GHG Protocol-based inventory.",3/6/15 6:04,2020
ACR165,2013,ACR-BR-165-2013-382-150001 to 222991,72991,43629,Malhas Menegotti Industria Textil Fuel Switch,Fuel Switching,Version 19.0,"Jaragu· do Sul, Santa Catarina, Brazil",SC,BR,,,Malhas Menegotti Industria Textil Ltda.,On Behalf of Third Party,Offsetting purpose for Compromisso com o Clima,3/6/15 6:04,2019
ACR165,2013,ACR-BR-165-2013-382-1 to 150000,150000,43369,Malhas Menegotti Industria Textil Fuel Switch,Fuel Switching,Version 19.0,"Jaragu· do Sul, Santa Catarina, Brazil",SC,BR,,,Malhas Menegotti Industria Textil Ltda.,On Behalf of Third Party,Offsetting purpose for Compromisso com o Clima,3/6/15 6:04,2018
ACR170,2012,ACR-US-170-2012-315-306518 to 307729,1212,41527,ECC ODS Destruction 2012,Ozone Depleting Substances,20-Oct-11,El Dorado,ARKANSAS,US,,No,Environmental Credit Corp.,Cancellation,Removal of ERTs from the registry,8/3/13 0:35,2013
ACR171,2011,ACR-US-171-2011-331-1 to 2,2,41848,Nitrous Oxide Reduction in Corn,Agricultural Land Management,Version 1.0,Reese,MICHIGAN,US,,,The Climate Trust,On Behalf of Third Party,Oregon CO2 Standard,6/3/14 22:36,2014
ACR177,2012,ACR-BR-177-2012-373-50134 to 50234,101,44091,Monjolinho EnergÈtica S/A Hydropower Plant Project (Alzir dos Santos Antunes),Renewable Energy,Version 15.0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,,,"Element Markets Emissions, LLC",Environmental Benefit,On behalf of Element Markets' 2019 emissions,1/8/15 17:40,2020
ACR177,2012,ACR-BR-177-2012-373-35672 to 50133,14462,44054,Monjolinho EnergÈtica S/A Hydropower Plant Project (Alzir dos Santos Antunes),Renewable Energy,Version 15.0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,,,"Element Markets Emissions, LLC",Environmental Benefit,"on behalf of RTI Solutions, Inc.",1/8/15 17:40,2020
ACR177,2010,ACR-BR-177-2010-375-1 to 1333,1333,43042,Monjolinho EnergÈtica S/A Hydropower Plant Project (Alzir dos Santos Antunes),Renewable Energy,Version 15.0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,,,"Embrasca, Inc",On Behalf of Third Party,On Behalf of Biomax S.A.,1/8/15 17:40,2017
ACR177,2010,ACR-BR-177-2010-375-19912 to 22578,2667,43042,Monjolinho EnergÈtica S/A Hydropower Plant Project (Alzir dos Santos Antunes),Renewable Energy,Version 15.0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,,,Embrasca  (Empresa Brasileira de ServiÁos e Consultoria Ambiental),On Behalf of Third Party,On Behalf of Biomax S.A.,1/8/15 17:40,2017
ACR182,2019,ACR-US-182-2019-1075-1 to 35,35,44230,Hanes Ranch Forest Carbon Project,Forest Carbon,20-Oct-11,Mendocino County,CALIFORNIA,US,,No,"Forest Carbon Partners, L.P.",Cancellation,Removal of ERTs from the registry,8/3/20 23:25,2021
ACR182,2019,ACR-US-182-2019-1076-1 to 9,9,44230,Hanes Ranch Forest Carbon Project,Forest Carbon,20-Oct-11,Mendocino County,CALIFORNIA,US,,No,The American Carbon Registry,Cancellation,Removal of ERTs from the registry,8/3/20 23:25,2021
ACR182,2018,ACR-US-182-2018-1077-1 to 35,35,44230,Hanes Ranch Forest Carbon Project,Forest Carbon,20-Oct-11,Mendocino County,CALIFORNIA,US,,No,"Forest Carbon Partners, L.P.",Cancellation,Removal of ERTs from the registry,8/3/20 23:25,2021
ACR182,2018,ACR-US-182-2018-1078-1 to 8,8,44230,Hanes Ranch Forest Carbon Project,Forest Carbon,20-Oct-11,Mendocino County,CALIFORNIA,US,,No,The American Carbon Registry,Cancellation,Removal of ERTs from the registry,8/3/20 23:25,2021
ACR188,2011,ACR-US-188-2011-369-3652 to 3655,4,43823,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,The Climate Trust,On Behalf of Third Party,Retired under the OR CO2 standard on behalf of Port Westward Project,12/30/14 19:38,2019
ACR188,2011,ACR-US-188-2011-369-3642 to 3651,10,43448,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,The Climate Trust,On Behalf of Third Party,Retired on behalf of PPM Energy Klamath Expansion Project,12/30/14 19:38,2018
ACR188,2010,ACR-US-188-2010-370-499 to 525,27,43448,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,The Climate Trust,On Behalf of Third Party,Retired on behalf of PPM Energy Klamath Expansion Project,12/30/14 19:38,2018
ACR188,2014,ACR-US-188-2014-397-1 to 6934,6934,42277,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/28/15 17:19,2015
ACR188,2013,ACR-US-188-2013-367-1 to 5805,5805,42241,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,12/30/14 19:38,2015
ACR188,2012,ACR-US-188-2012-368-1 to 5363,5363,42241,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,12/30/14 19:38,2015
ACR188,2011,ACR-US-188-2011-369-1 to 3641,3641,42241,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,12/30/14 19:38,2015
ACR188,2010,ACR-US-188-2010-370-1 to 498,498,42241,"Truck Stop Electrification, BEF",Transport / Fleet Efficiency,Version 1.0,Various,TENNESSEE,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,12/30/14 19:38,2015
ACR192,2013,ACR-US-192-2013-357-162552 to 162671,120,42020,Green Assets-Brookgreen Gardens Improved Forest Management Project,Forest Carbon,20-Oct-11,Murrell's Inlet,SOUTH CAROLINA,US,,No,Brookgreen Gardens,Cancellation,Removal of ERTs from the registry,10/2/14 21:46,2015
ACR192,2013,ACR-US-192-2013-358-38727 to 38754,28,42019,Green Assets-Brookgreen Gardens Improved Forest Management Project,Forest Carbon,20-Oct-11,Murrell's Inlet,SOUTH CAROLINA,US,,No,The American Carbon Registry,Cancellation,Removal of ERTs from the registry,10/2/14 21:46,2015
ACR202,2016,ACR-US-202-2016-591-1 to 261,261,42829,Blue Source- Goodman Improved Forest Management Project,Forest Carbon,20-Oct-11,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,,No,Blue Source,Cancellation,Removal of ERTs from the registry,11/23/16 19:15,2017
ACR202,2016,ACR-US-202-2016-592-1 to 59,59,42829,Blue Source- Goodman Improved Forest Management Project,Forest Carbon,20-Oct-11,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,,No,The American Carbon Registry,Cancellation,Removal of ERTs from the registry,11/23/16 19:15,2017
ACR202,2015,ACR-US-202-2015-593-1 to 322,322,42829,Blue Source- Goodman Improved Forest Management Project,Forest Carbon,20-Oct-11,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,,No,Blue Source,Cancellation,Removal of ERTs from the registry,11/23/16 19:15,2017
ACR202,2015,ACR-US-202-2015-594-1 to 74,74,42829,Blue Source- Goodman Improved Forest Management Project,Forest Carbon,20-Oct-11,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,,No,The American Carbon Registry,Cancellation,Removal of ERTs from the registry,11/23/16 19:15,2017
ACR204,2014,ACR-US-204-2014-392-1 to 38639,38639,42241,Improvements in Vehicle Efficiency for Marten Transport,Transport / Fleet Efficiency,Version 2.0,US (48 States),WISCONSIN,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,7/2/15 19:02,2015
ACR204,2013,ACR-US-204-2013-344-1 to 43673,43673,41928,Improvements in Vehicle Efficiency for Marten Transport,Transport / Fleet Efficiency,Version 2.0,US (48 States),WISCONSIN,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:02,2014
ACR204,2012,ACR-US-204-2012-345-1 to 39901,39901,41928,Improvements in Vehicle Efficiency for Marten Transport,Transport / Fleet Efficiency,Version 2.0,US (48 States),WISCONSIN,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:02,2014
ACR204,2011,ACR-US-204-2011-346-1 to 35330,35330,41928,Improvements in Vehicle Efficiency for Marten Transport,Transport / Fleet Efficiency,Version 2.0,US (48 States),WISCONSIN,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:02,2014
ACR204,2010,ACR-US-204-2010-347-1 to 29214,29214,41928,Improvements in Vehicle Efficiency for Marten Transport,Transport / Fleet Efficiency,Version 2.0,US (48 States),WISCONSIN,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:02,2014
ACR205,2013,ACR-US-205-2013-648-1 to 195,195,42936,Emission Reductions in California Rice Management Systems,Agricultural Land Management,Version 1.1,Colusa and Glenn Counties in Californiaís Sacramento Valley.,CALIFORNIA,US,,,"Natural Capital Partners Americas, LLC",On Behalf of Third Party,Retirement on behalf of client FY2016,6/14/17 14:37,2017
ACR205,2012,ACR-US-205-2012-649-1 to 7,7,42936,Emission Reductions in California Rice Management Systems,Agricultural Land Management,Version 1.1,Colusa and Glenn Counties in Californiaís Sacramento Valley.,CALIFORNIA,US,,,"Natural Capital Partners Americas, LLC",On Behalf of Third Party,Retirement on behalf of client FY2016,6/14/17 14:37,2017
ACR207,2014,ACR-US-207-2014-393-1 to 59123,59123,42241,Improvements in Vehicle Efficiency for Crete Carrier Corp,Transport / Fleet Efficiency,Version 2.0,Us (48 States),NEBRASKA,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,7/2/15 19:02,2015
ACR207,2013,ACR-US-207-2013-350-1 to 54753,54753,41928,Improvements in Vehicle Efficiency for Crete Carrier Corp,Transport / Fleet Efficiency,Version 2.0,Us (48 States),NEBRASKA,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:02,2014
ACR207,2012,ACR-US-207-2012-351-1 to 46239,46239,41928,Improvements in Vehicle Efficiency for Crete Carrier Corp,Transport / Fleet Efficiency,Version 2.0,Us (48 States),NEBRASKA,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:03,2014
ACR207,2011,ACR-US-207-2011-352-1 to 40900,40900,41928,Improvements in Vehicle Efficiency for Crete Carrier Corp,Transport / Fleet Efficiency,Version 2.0,Us (48 States),NEBRASKA,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:03,2014
ACR207,2010,ACR-US-207-2010-353-1 to 28429,28429,41928,Improvements in Vehicle Efficiency for Crete Carrier Corp,Transport / Fleet Efficiency,Version 2.0,Us (48 States),NEBRASKA,US,,,Bonneville Environmental Foundation,Environmental Benefit,Environmental Benefit,8/29/14 17:03,2014
ACR212,2018,ACR-US-212-2018-817-275683 to 281000,5318,44165,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",On Behalf of Third Party,"Retired on behalf of Etsy, Inc.",4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-281001 to 318927,37927,44165,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",On Behalf of Third Party,"Retired on behalf of Etsy, Inc.",4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-182085 to 209111,27027,44165,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",On Behalf of Third Party,"Retired on behalf of Etsy, Inc.",4/10/19 18:14,2020
ACR212,2011,ACR-US-212-2011-412-1 to 605,605,44147,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,EcoAct Inc.,On Behalf of Third Party,Retired on behalf of Winslow Capital,2/3/16 20:55,2020
ACR212,2018,ACR-US-212-2018-817-100001 to 100831,831,44112,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,Retail Program Requirements,Retired on behalf of Carbonfund.org Foundation's Donors,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-91772 to 96475,4704,44112,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,Retail Program Requirements,Retired on behalf of Carbonfund.org Foundation's Donors,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-96476 to 100000,3525,44112,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,Retail Program Requirements,Retired on behalf of Carbonfund.org Foundation's Donors,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-223081 to 225236,2156,44112,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,Retail Program Requirements,Retired on behalf of Carbonfund.org Foundation's Donors,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-230555 to 231000,446,44034,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,On Behalf of Third Party,Retired on Behalf of Climate Neutral,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-100832 to 101000,169,44034,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,On Behalf of Third Party,Retired on Behalf of Climate Neutral,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-231001 to 275682,44682,44022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,On Behalf of Third Party,Retired on Behalf of JPMorgan Chase & Co.,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-225237 to 230554,5318,44022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,On Behalf of Third Party,Retired on Behalf of JPMorgan Chase & Co.,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-155057 to 182084,27028,44014,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",On Behalf of Third Party,"Retired on behalf of Etsy, Inc.",4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-128029 to 155056,27028,43980,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",On Behalf of Third Party,"Retired on behalf of Etsy, Inc.",4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-221001 to 223080,2080,43978,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,Carbonfund.org,On Behalf of Third Party,Retired via Carbonfund.org on behalf of Climate Neutral,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-77847 to 77926,80,43973,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Other,Calendar Year 2020 Deliveries,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-34199 to 35625,1427,43973,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Other,Calendar Year 2020 Deliveries,4/10/19 18:14,2020
ACR212,2014,ACR-US-212-2014-405-80956 to 81955,1000,43973,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Other,Calendar Year 2019 Deliveries,2/3/16 20:55,2020
ACR212,2014,ACR-US-212-2014-405-27886 to 27955,70,43973,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Other,Calendar Year 2018 Deliveries,2/3/16 20:55,2020
ACR212,2013,ACR-US-212-2013-407-25995 to 26100,106,43973,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Other,Calendar Year 2018 Deliveries,2/3/16 20:55,2020
ACR212,2018,ACR-US-212-2018-817-32099 to 34198,2100,43920,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Environmental Benefit,Transaction Reference 10522,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-101001 to 128028,27028,43875,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",On Behalf of Third Party,"Retired on behalf of Etsy, Inc.",4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-69946 to 73091,3146,43864,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Environmental Benefit,Transaction Reference 13543,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-73092 to 73531,440,43864,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Environmental Benefit,Transaction Reference 13546,4/10/19 18:14,2020
ACR212,2018,ACR-US-212-2018-817-73532 to 74939,1408,43864,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.0,70mile radius of Grand Rapids,MINNESOTA,US,,,"3Degrees Group, Inc.",Environmental Benefit,Transaction Reference 13547,4/10/19 18:14,2020
