Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Retirement Year,CAR Retirement Data
CAR398,2010,CAR-1-US-398-4-169-NY-2010-419-32733 to 41982,9250,11/13/19,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,Retirement for 2017 MD voluntary offset demand,2019,
CAR398,2009,CAR-1-US-398-4-169-NY-2009-254-11005 to 11504,500,5/9/19,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,ClimeCo LLC,On Behalf of Third Party,NACW 2019,2019,
CAR398,2009,CAR-1-US-398-4-169-NY-2009-254-10905 to 11004,100,8/28/18,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,ClimeCo LLC,On Behalf of Third Party,paleBLUEdot LLC,2018,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-524-51048 to 52004,957,5/4/18,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,ClimateCare Limited,Environmental Benefit,Retired by ClimateCare to offset L.E.K. Consulting LLC global emissions for 2017,2018,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-419-31983 to 32732,750,10/12/17,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2016 TerraPass Customer,2017,
CAR398,2009,CAR-1-US-398-4-169-NY-2009-254-1 to 9336,9336,2/25/16,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,Citigroup Energy Inc,Environmental Benefit,,2016,
CAR398,2009,CAR-1-US-398-4-169-NY-2009-254-11902 to 111901,100000,2/25/16,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,Citigroup Energy Inc,Environmental Benefit,,2016,
CAR398,2009,CAR-1-US-398-4-169-NY-2009-254-10605 to 10904,300,4/21/15,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,ClimeCo LLC,Environmental Benefit,,2015,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-524-141 to 1047,907,4/30/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,RY2013- GM TX Drivers-1/1-12/31/2013,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-330-52150 to 52491,342,4/30/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,RY2013- GM TX Drivers-1/1-12/31/2013,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-524-1 to 140,140,4/30/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,RY2013– C3 - Lolla Event Offset,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-419-51662 to 51962,301,4/30/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,RY2013- GM TX Drivers-1/1-12/31/2013,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-330-50001 to 52149,2149,3/24/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,"2010 - NYSE Group, Inc",2014,
CAR398,2011,CAR-1-US-398-4-169-NY-2011-523-1 to 30000,30000,1/13/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,2011 NY retail customer carbon offset retirement,2014,
CAR398,2011,CAR-1-US-398-4-169-NY-2011-523-30001 to 34930,4930,1/13/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,2011 NY retail customer carbon offset retirement,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-330-1672 to 10000,8329,1/13/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,2010 IL retail customer carbon offset retirement,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-419-26913 to 31982,5070,1/13/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,2010 NY retail customer carbon offset retirement,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-419-1 to 26912,26912,1/13/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,2010 NY retail customer carbon offset retirement,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-330-1 to 1671,1671,1/13/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,2010 NY retail customer carbon offset retirement,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-330-10001 to 50000,40000,1/13/14,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Just Energy Income Fund,Retail Program Requirements,2010 IL retail customer carbon offset retirement,2014,
CAR398,2010,CAR-1-US-398-4-169-NY-2010-419-50001 to 51661,1661,4/25/13,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,2011 - GMEC Carbon Footprint,2013,
CAR398,2008,CAR-1-US-398-4-169-NY-2008-203-2154 to 3012,859,7/7/11,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,2009 GMEC EPA CL,2011,
CAR398,2008,CAR-1-US-398-4-169-NY-2008-203-3013 to 5000,1988,7/7/11,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,On Behalf of Third Party,2010 Retirements,2011,
CAR398,2008,CAR-1-US-398-4-169-NY-2008-203-1161 to 2153,993,7/7/11,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,On Behalf of Third Party,2009 Retirements,2011,
CAR398,2008,CAR-1-US-398-4-169-NY-2008-203-1 to 490,490,5/11/10,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,On Behalf of Third Party,2009 Shaklee,2010,
CAR398,2008,CAR-1-US-398-4-169-NY-2008-203-491 to 1160,670,5/11/10,Development Authority of the North Country (DANC) Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,"Rodman, NY",NEW YORK,US,,No,Green Mountain Energy,Environmental Benefit,2008 EPA Climate Leaders- Green Mountain Energy Co,2010,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-38584 to 48672,10089,5/14/21,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,Schneider Electric,Other,,2021,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-36099 to 38583,2485,7/16/18,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,AQC Environmental Brokerage Services Inc.,On Behalf of Third Party,"KB Home South Bay, Inc.",2018,
CAR399,2010,CAR-1-US-399-4-169-AL-2010-628-8083 to 11159,3077,5/4/18,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,Trinity,ALABAMA,US,,No,ClimateCare Limited,Environmental Benefit,Retired by ClimateCare to offset L.E.K. Consulting LLC global emissions for 2017,2018,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-10099 to 36098,26000,9/11/17,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"The Newhall Land and Farming Company, LLC",Compliance Requirements,CEQA Mit Measure 4.23-10,2017,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-9050 to 10098,1049,8/30/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-8384 to 8765,382,8/30/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-7433 to 8383,951,8/30/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-4967 to 6099,1133,7/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-8766 to 9049,284,7/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-3,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-6400 to 7432,1033,6/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-4409 to 4766,358,6/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-3734 to 4408,675,5/25/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-2601 to 3433,833,5/25/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-2101 to 2600,500,4/27/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1827 to 1900,74,4/27/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-6100 to 6399,300,4/27/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-3434 to 3733,300,3/30/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-4767 to 4966,200,3/30/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-2021 to 2100,80,2/23/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1665 to 1826,162,2/23/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1096 to 1100,5,1/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-616 to 700,85,1/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1901 to 2020,120,1/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1441 to 1500,60,1/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1651 to 1664,14,1/28/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1089 to 1095,7,1/27/16,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP - 3,2016,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-601 to 615,15,12/23/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP - 3,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1301 to 1440,140,12/23/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1501 to 1650,150,12/23/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-501 to 600,100,11/30/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1101 to 1300,200,11/30/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-1074 to 1088,15,11/30/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP - 3,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-922 to 1073,152,10/28/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-388 to 500,113,10/27/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-855 to 921,67,10/26/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-297 to 314,18,9/25/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP - 3,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-315 to 387,73,9/25/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-781 to 854,74,9/25/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-701 to 780,80,9/25/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-212 to 296,85,9/22/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-2,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-181 to 211,31,9/22/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2015,
CAR399,2009,CAR-1-US-399-4-169-AL-2009-310-101 to 180,80,9/22/15,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 1.0,Trinity,ALABAMA,US,,No,"GreenPrint, LLC",On Behalf of Third Party,GP-1,2015,
CAR400,2020,CAR-1-US-400-4-963-UT-2020-6553-1 to 3113,3113,7/26/21,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 5.0,South Jordan,UTAH,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,Retired on behalf of Carnelian Energy Capital,2021,
CAR400,2019,CAR-1-US-400-4-963-UT-2019-6131-1 to 3000,3000,4/12/21,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 5.0,South Jordan,UTAH,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,For the Michael and Karen Stone Family Foundation,2021,
CAR400,2014,CAR-1-US-400-4-963-UT-2014-1818-146731 to 153858,7128,5/23/19,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,"Carbon Solutions Group, LLC",Other,Green-e Climate 2018 Retirements,2019,
CAR400,2013,CAR-1-US-400-4-963-UT-2013-1411-133539 to 140053,6515,5/23/19,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,"Carbon Solutions Group, LLC",Other,Green-e Climate 2018 Retirements,2019,
CAR400,2015,CAR-1-US-400-4-963-UT-2015-1947-50001 to 74626,24626,12/13/18,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Sacramento Municipal Utility District (SMUD),Retail Program Requirements,Retired on behalf of retail program customers.,2018,
CAR400,2014,CAR-1-US-400-4-963-UT-2014-1818-145731 to 146730,1000,12/13/18,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Sacramento Municipal Utility District (SMUD),Retail Program Requirements,Retired on behalf of retail program customers.,2018,
CAR400,2011,CAR-1-US-400-4-963-UT-2011-992-25238 to 25250,13,8/16/18,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,13 tons to complete 100% coverage of EY2016 Scope 2,2018,
CAR400,2011,CAR-1-US-400-4-963-UT-2011-992-25083 to 25100,18,6/5/18,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,18 tons of 43.78 EY2016 Scope 2,2018,
CAR400,2011,CAR-1-US-400-4-963-UT-2011-992-85760 to 93699,7940,5/31/18,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,"Carbon Solutions Group, LLC",Other,2017 Green-e Climate Sales,2018,
CAR400,2011,CAR-1-US-400-4-963-UT-2011-992-25101 to 25237,137,11/10/17,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,2016 CAR COP Emissions,2017,
CAR400,2011,CAR-1-US-400-4-963-UT-2011-992-25001 to 25082,82,11/10/17,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Climate Action Reserve Blind Trust,Environmental Benefit,100% of 2016 CAR emissions,2017,
CAR400,2012,CAR-1-US-400-4-963-UT-2012-1327-131111 to 136521,5411,6/6/17,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,3Degrees Inc.,On Behalf of Third Party,3D Commercial Customers,2017,
CAR400,2012,CAR-1-US-400-4-963-UT-2012-1327-130501 to 131110,610,4/20/17,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,3Degrees Inc.,On Behalf of Third Party,Green-e Climate RY2016,2017,
CAR400,2015,CAR-1-US-400-4-963-UT-2015-1947-6985 to 14016,7032,4/10/17,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Schneider Electric,On Behalf of Third Party,Retirement on behalf of Linfield College,2017,
CAR400,2015,CAR-1-US-400-4-963-UT-2015-1947-14017 to 50000,35984,4/10/17,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Schneider Electric,On Behalf of Third Party,Retirement on behalf of The Toronto Dominion Bank,2017,
CAR400,2012,CAR-1-US-400-4-963-UT-2012-1327-130455 to 130500,46,9/12/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,3Degrees Inc.,Retirement for Person or Organization,The Climate Registry - 2015 GHG Inventory,2016,
CAR400,2013,CAR-1-US-400-4-963-UT-2013-1411-72235 to 77000,4766,7/14/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Schneider Electric,On Behalf of Third Party,Retirement on behalf of Linfield College,2016,
CAR400,2014,CAR-1-US-400-4-963-UT-2014-1818-19934 to 34039,14106,7/10/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Just Energy Income Fund,Retail Program Requirements,Retirement for 2015 OH voluntary carbon demand,2016,
CAR400,2014,CAR-1-US-400-4-963-UT-2014-1818-34458 to 46577,12120,7/10/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Just Energy Income Fund,Retail Program Requirements,Retirement for 2015 PA voluntary carbon demand,2016,
CAR400,2014,CAR-1-US-400-4-963-UT-2014-1818-34040 to 34457,418,7/10/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Just Energy Income Fund,Retail Program Requirements,Retirement for 2015 IN voluntary carbon demand,2016,
CAR400,2014,CAR-1-US-400-4-963-UT-2014-1818-46578 to 50000,3423,7/10/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Just Energy Income Fund,Retail Program Requirements,Retirement for 2015 IL voluntary carbon demand,2016,
CAR400,2014,CAR-1-US-400-4-963-UT-2014-1818-1 to 19933,19933,7/8/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2015 TerraPass Customer,2016,
CAR400,2011,CAR-1-US-400-4-963-UT-2011-992-75760 to 85759,10000,6/13/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,"Blue Source, LLC",On Behalf of Third Party,Retired on behalf of Carbonfund.org Foundation,2016,
CAR400,2011,CAR-1-US-400-4-963-UT-2011-992-25760 to 75759,50000,6/13/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,"Blue Source, LLC",On Behalf of Third Party,Retired on behalf of Carbonfund.org Foundation,2016,
CAR400,2015,CAR-1-US-400-4-963-UT-2015-1947-1 to 6984,6984,5/25/16,South Jordan Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,Version 3.0,South Jordan,UTAH,US,,No,Schneider Electric,Other,Green-e Climate RY2015,2016,
