Date Issued,Project ID,Project Name,Project Developer,Project Type,Protocol Version,ARB Eligible,CORSIA Qualified,Vintage,"Issuance 
Year",Total Credits Issued,Credits Issued to Project,Credits Issued to Buffer Pool,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),Verifier,Project Website
12/11/02,ACR167,Nitrogen Oxide Abatement at the DuPont Sabine River Works Adipic Acid Facility,DuPont,Industrial Process Emissions,Version 1.0,No,No,2001,2002,125000,125000,0,"Orange, TX",TEXAS,US,,ICF International,
8/3/13,ACR170,ECC ODS Destruction 2012,Environmental Credit Corp.,Ozone Depleting Substances,20-Oct-11,Yes,No,2012,2013,307729,307729,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",SCS Engineers,www.envcc.com
6/3/14,ACR171,Nitrous Oxide Reduction in Corn,Delta Institute,Agricultural Land Management,Version 1.0,No,No,2011,2014,2,2,0,Reese,MICHIGAN,US,Zero Hunger;Clean Water and Sanitation;Climate Action,"Environmental Services, Inc.",
10/22/13,ACR172,EOS ARB ODS 2013-2,EOS Climate Inc,Ozone Depleting Substances,20-Oct-11,Yes,No,2013,2013,55996,55996,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",NSF International Strategic Registrations (NSF-ISR),www.eosclimate.com
9/28/18,ACR173,Round Valley Indian Tribes Improved Forest Management Project,Round Valley Indian Tribes,Forest Carbon,20-Oct-11,Yes,No,2016,2018,3407,2926,481,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,N/A
11/30/16,ACR173,Round Valley Indian Tribes Improved Forest Management Project,Round Valley Indian Tribes,Forest Carbon,20-Oct-11,Yes,No,2015,2016,45066,38711,6355,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),N/A
11/30/16,ACR173,Round Valley Indian Tribes Improved Forest Management Project,Round Valley Indian Tribes,Forest Carbon,20-Oct-11,Yes,No,2014,2016,8356,7177,1179,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,N/A
1/22/15,ACR173,Round Valley Indian Tribes Improved Forest Management Project,Round Valley Indian Tribes,Forest Carbon,20-Oct-11,Yes,No,2013,2015,11377,9773,1604,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,N/A
11/12/14,ACR173,Round Valley Indian Tribes Improved Forest Management Project,Round Valley Indian Tribes,Forest Carbon,20-Oct-11,Yes,No,2013,2014,529451,454798,74653,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),N/A
11/23/13,ACR176,ECC ODS Destruction 2013,Environmental Credit Corp.,Ozone Depleting Substances,20-Oct-11,Yes,No,2013,2013,255227,255227,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",SCS Engineers,www.envcc.com
1/8/15,ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),Statkraft Energias Renováveis S.A.,Renewable Energy,Version 15.0,No,No,2014,2015,141643,141643,0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,"Det Norske Veritas (U.S.A.), Inc.",
1/8/15,ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),Statkraft Energias Renováveis S.A.,Renewable Energy,Version 15.0,No,No,2013,2015,180189,180189,0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,"Det Norske Veritas (U.S.A.), Inc.",
1/8/15,ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),Statkraft Energias Renováveis S.A.,Renewable Energy,Version 15.0,No,No,2012,2015,102825,102825,0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,"Det Norske Veritas (U.S.A.), Inc.",
1/8/15,ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),Statkraft Energias Renováveis S.A.,Renewable Energy,Version 15.0,No,No,2011,2015,91970,91970,0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,"Det Norske Veritas (U.S.A.), Inc.",
1/8/15,ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),Statkraft Energias Renováveis S.A.,Renewable Energy,Version 15.0,No,No,2010,2015,132737,132737,0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,"Det Norske Veritas (U.S.A.), Inc.",
1/8/15,ACR177,Monjolinho Energética S/A Hydropower Plant Project (Alzir dos Santos Antunes),Statkraft Energias Renováveis S.A.,Renewable Energy,Version 15.0,No,No,2009,2015,24245,24245,0,Faxinalzinho and Nonoai,Rio Grande do Sul,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,"Det Norske Veritas (U.S.A.), Inc.",
9/17/13,ACR179,Wabashco Clean Sweep I,"Wabashco, LLC",Ozone Depleting Substances,20-Oct-11,Yes,No,2013,2013,50600,50600,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
1/9/14,ACR181,EOS ARB ODS 2013-6,EOS Climate Inc,Ozone Depleting Substances,20-Oct-11,Yes,No,2013,2014,51864,51864,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",NSF International Strategic Registrations (NSF-ISR),www.eosclimate.com
2/3/21,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2017,2021,567,458,109,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,www.forestcarbonpartners.com
8/3/20,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2019,2020,11030,8912,2118,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,www.forestcarbonpartners.com
8/3/20,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2018,2020,10996,8885,2111,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,www.forestcarbonpartners.com
8/3/20,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2017,2020,11736,9483,2253,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,www.forestcarbonpartners.com
8/1/16,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2015,2016,10051,8121,1930,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),www.forestcarbonpartners.com
8/1/16,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2014,2016,10051,8121,1930,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,www.forestcarbonpartners.com
8/14/14,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2013,2014,402,324,78,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,www.forestcarbonpartners.com
7/4/14,ACR182,Hanes Ranch Forest Carbon Project,"Forest Carbon Partners, L.P.",Forest Carbon,20-Oct-11,Yes,No,2013,2014,106812,86304,20508,Mendocino County,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),www.forestcarbonpartners.com
8/12/13,ACR183,D.P.C. Domestic ODS Destruction Project #12,"Diversified Pure Chem, LLC",Ozone Depleting Substances,Version 1.0,Yes,No,2013,2013,38517,38517,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,www.divpc.com
11/9/13,ACR184,EOS ACR 2013,EOS Climate Inc,Ozone Depleting Substances,Version 1.0,Yes,No,2013,2013,122048,122048,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",NSF International Strategic Registrations (NSF-ISR),www.eosclimate.com
11/4/13,ACR184,EOS ACR 2013,EOS Climate Inc,Ozone Depleting Substances,Version 1.0,Yes,No,2013,2013,126977,126977,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",NSF International Strategic Registrations (NSF-ISR),www.eosclimate.com
8/28/15,ACR188,"Truck Stop Electrification, BEF",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2014,2015,6934,6934,0,Various,TENNESSEE,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",Ruby Canyon Environment,
12/30/14,ACR188,"Truck Stop Electrification, BEF",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2013,2014,6114,6114,0,Various,TENNESSEE,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",Ruby Canyon Environment,
12/30/14,ACR188,"Truck Stop Electrification, BEF",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2012,2014,5649,5649,0,Various,TENNESSEE,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,
12/30/14,ACR188,"Truck Stop Electrification, BEF",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2011,2014,3835,3835,0,Various,TENNESSEE,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,
12/30/14,ACR188,"Truck Stop Electrification, BEF",IdleAir,Transport / Fleet Efficiency,Version 1.0,No,No,2010,2014,525,525,0,Various,TENNESSEE,US,"Good Health and Well-Being;Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,
9/23/21,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2021,2021,7643,6173,1470,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
9/23/21,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2020,2021,7497,6055,1442,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
7/4/20,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2019,2020,6354,5131,1223,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,"S&A Carbon, LLC",
7/4/20,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2018,2020,7065,5706,1359,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
8/16/17,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2017,2017,7774,6281,1493,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
8/16/17,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2016,2017,7574,6120,1454,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
2/23/16,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2015,2016,7316,5911,1405,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
2/23/16,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2014,2016,7185,5805,1380,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
5/12/14,ACR189,Miller Forest,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2013,2014,271144,219084,52060,5 miles west of Willow Creek,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
12/18/20,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2020,2020,29681,29681,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","Agri-Waste Technology, Inc.",
8/28/20,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2019,2020,25682,25682,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",Dillon Consulting Limited,
8/28/20,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2018,2020,24535,24535,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",,
7/16/18,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2017,2018,24835,24835,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",
11/17/17,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2016,2017,22071,22071,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action",Ruby Canyon Environment,
9/28/16,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2015,2016,23610,23610,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","SES, Inc.",
11/5/15,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,14-Nov-14,Yes,No,2014,2015,24558,24558,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","First Environment of California, Inc.",
3/3/15,ACR190,Big Sky Dairy,"Camco Offsets I, LLC",Livestock Waste Management,20-Oct-11,Yes,No,2013,2015,19179,19179,0,"Gooding, ID",IDAHO,US,"Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","First Environment of California, Inc.",
7/2/21,ACR191,"MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and  Icaraí",MS RENOVÁVEIS PARTICIPAÇÕES SOCIETÁRIAS S.A.,Renewable Energy,Version 15.0,No,No,2019,2021,109511,109511,0,Ceará and Rio Grande do Norte States,Ceará and Rio Grande do Norte,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,Ruby Canyon Environment,
7/2/21,ACR191,"MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and  Icaraí",MS RENOVÁVEIS PARTICIPAÇÕES SOCIETÁRIAS S.A.,Renewable Energy,Version 15.0,No,No,2018,2021,112457,112457,0,Ceará and Rio Grande do Norte States,Ceará and Rio Grande do Norte,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,Ruby Canyon Environment,
7/2/21,ACR191,"MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and  Icaraí",MS RENOVÁVEIS PARTICIPAÇÕES SOCIETÁRIAS S.A.,Renewable Energy,Version 15.0,No,No,2017,2021,113242,113242,0,Ceará and Rio Grande do Norte States,Ceará and Rio Grande do Norte,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,Ruby Canyon Environment,
7/2/21,ACR191,"MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and  Icaraí",MS RENOVÁVEIS PARTICIPAÇÕES SOCIETÁRIAS S.A.,Renewable Energy,Version 15.0,No,No,2016,2021,166534,166534,0,Ceará and Rio Grande do Norte States,Ceará and Rio Grande do Norte,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,Ruby Canyon Environment,
7/2/21,ACR191,"MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and  Icaraí",MS RENOVÁVEIS PARTICIPAÇÕES SOCIETÁRIAS S.A.,Renewable Energy,Version 15.0,No,No,2015,2021,85320,85320,0,Ceará and Rio Grande do Norte States,Ceará and Rio Grande do Norte,BR,Affordable and Clean Energy;Sustainable Cities and Communities;Climate Action,Ruby Canyon Environment,
7/9/20,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,Brookgreen Gardens,Forest Carbon,20-Oct-11,Yes,No,2019,2020,14435,11901,2534,Murrell's Inlet,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"Aster Global Environmental Solutions, Inc.",
7/9/20,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,Brookgreen Gardens,Forest Carbon,20-Oct-11,Yes,No,2018,2020,7060,5821,1239,Murrell's Inlet,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
7/9/20,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,Brookgreen Gardens,Forest Carbon,20-Oct-11,Yes,No,2017,2020,6893,5683,1210,Murrell's Inlet,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
7/9/20,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,Brookgreen Gardens,Forest Carbon,20-Oct-11,Yes,No,2016,2020,6730,5549,1181,Murrell's Inlet,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
7/9/20,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,Brookgreen Gardens,Forest Carbon,20-Oct-11,Yes,No,2015,2020,6569,5416,1153,Murrell's Inlet,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
7/9/20,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,Brookgreen Gardens,Forest Carbon,20-Oct-11,Yes,No,2014,2020,6412,5286,1126,Murrell's Inlet,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/2/14,ACR192,Green Assets-Brookgreen Gardens Improved Forest Management Project,Brookgreen Gardens,Forest Carbon,20-Oct-11,Yes,No,2013,2014,201425,162671,38754,Murrell's Inlet,SOUTH CAROLINA,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
3/24/14,ACR193,EOS ARB ODS 2013-7,EOS Climate Inc,Ozone Depleting Substances,20-Oct-11,Yes,No,2014,2014,84418,84418,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",NSF International Strategic Registrations (NSF-ISR),www.eosclimate.com
5/8/14,ACR195,EOS ARB ODS 2014-1,EOS Climate Inc,Ozone Depleting Substances,20-Oct-11,Yes,No,2014,2014,122080,122080,0,El Dorado,ARKANSAS,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",NSF International Strategic Registrations (NSF-ISR),www.eosclimate.com
2/13/15,ACR196,RR ACR 2013,"RapRec Refrigerants, Inc.",Ozone Depleting Substances,20-Oct-11,Yes,No,2013,2015,56124,56124,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","First Environment of California, Inc.",www.raprec.com
2/13/14,ACR198,Wabashco Clean Sweep 2,"Wabashco, LLC",Ozone Depleting Substances,20-Oct-11,Yes,No,2013,2014,88044,88044,0,Bowling Green,OHIO,US,"Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action",Ruby Canyon Environment,
10/23/21,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2021,2021,124907,100924,23983,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,"GHD Services, Inc.",
10/23/21,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2020,2021,151570,122468,29102,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/23/21,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2019,2021,74793,60432,14361,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/23/21,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2018,2021,104558,84482,20076,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
10/23/21,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2017,2021,162930,131647,31283,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
1/4/17,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2016,2017,301296,243447,57849,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
1/4/17,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2015,2017,121463,98142,23321,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,,
7/9/14,ACR199,Finite Carbon - The Forestland Group CT Lakes,The Forestland Group LLC,Forest Carbon,20-Oct-11,Yes,No,2014,2014,1442576,1165601,276975,Coos County,NEW HAMPSHIRE,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
10/16/20,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2020,2020,12600,10176,2424,6 miles northeast of Point Arena CA,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
2/25/20,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2019,2020,12360,9982,2378,6 miles northeast of Point Arena CA,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
2/25/20,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2018,2020,12068,9746,2322,6 miles northeast of Point Arena CA,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
8/16/17,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2017,2017,11678,9436,2242,6 miles northeast of Point Arena CA,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
8/16/17,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2016,2017,11114,8980,2134,6 miles northeast of Point Arena CA,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,,
6/22/16,ACR200,Brush Creek,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Forest Carbon,20-Oct-11,Yes,No,2015,2016,65806,53171,12635,6 miles northeast of Point Arena CA,CALIFORNIA,US,Clean Water and Sanitation;Climate Action;Life on Land,SCS Global Services (Scientific Certification Systems),
6/4/20,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,20-Oct-11,Yes,No,2019,2020,32446,26394,6052,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
5/13/19,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2018,2019,26157,21278,4879,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
5/13/19,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,14-Nov-14,Yes,No,2017,2019,84192,68490,15702,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,Clean Water and Sanitation;Climate Action;Life on Land,,
11/23/16,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,20-Oct-11,Yes,No,2016,2016,28750,23388,5362,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,Clean Water and Sanitation;Climate Action;Life on Land,Ruby Canyon Environment,
11/23/16,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,20-Oct-11,Yes,No,2015,2016,18818,15308,3510,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,Clean Water and Sanitation;Climate Action;Life on Land,,
5/5/15,ACR202,Blue Source- Goodman Improved Forest Management Project,Blue Source,Forest Carbon,20-Oct-11,Yes,No,2014,2015,852630,693615,159015,"Forest, Florence, and Marienette Counties in Wisconsin",WISCONSIN,US,Clean Water and Sanitation;Climate Action;Life on Land,"Environmental Services, Inc.",
7/2/15,ACR204,Improvements in Vehicle Efficiency for Marten Transport,"Truckers Carbon Exchange, Inc.",Transport / Fleet Efficiency,Version 2.0,No,No,2014,2015,38639,38639,0,US (48 States),WISCONSIN,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",SCS Global Services (Scientific Certification Systems),none
8/29/14,ACR204,Improvements in Vehicle Efficiency for Marten Transport,"Truckers Carbon Exchange, Inc.",Transport / Fleet Efficiency,Version 2.0,No,No,2013,2014,43673,43673,0,US (48 States),WISCONSIN,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",SCS Global Services (Scientific Certification Systems),none
8/29/14,ACR204,Improvements in Vehicle Efficiency for Marten Transport,"Truckers Carbon Exchange, Inc.",Transport / Fleet Efficiency,Version 2.0,No,No,2012,2014,39901,39901,0,US (48 States),WISCONSIN,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,none
8/29/14,ACR204,Improvements in Vehicle Efficiency for Marten Transport,"Truckers Carbon Exchange, Inc.",Transport / Fleet Efficiency,Version 2.0,No,No,2011,2014,35330,35330,0,US (48 States),WISCONSIN,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,none
8/29/14,ACR204,Improvements in Vehicle Efficiency for Marten Transport,"Truckers Carbon Exchange, Inc.",Transport / Fleet Efficiency,Version 2.0,No,No,2010,2014,29214,29214,0,US (48 States),WISCONSIN,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,none
8/29/14,ACR204,Improvements in Vehicle Efficiency for Marten Transport,"Truckers Carbon Exchange, Inc.",Transport / Fleet Efficiency,Version 2.0,No,No,2009,2014,14862,14862,0,US (48 States),WISCONSIN,US,"Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action",,none
