Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,ARB Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year
ACR113,2003,ACR-US-113-2003-149-201253345 to 201253345,1,8/27/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of nikij,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361987 to 201362026,40,6/22/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1277210506O423-7 - 5th Grade Delran Intermediate School,12/20/07,2010
ACR113,2004,ACR-US-113-2004-150-201371263 to 201381313,10051,6/16/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from CRMC GNB",12/20/07,2010
ACR113,2005,ACR-US-113-2005-152-201494421 to 201513359,18939,6/16/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from CRMC GNB",12/20/07,2010
ACR113,2008,ACR-US-113-2008-156-206410241 to 206412328,2088,6/16/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Carbonfund.org,Retail Program Requirements,"Retirement on behalf of Carbonfund.org customers, from CRMC GNB",9/3/08,2010
ACR113,2003,ACR-US-113-2003-149-201361967 to 201361986,20,5/29/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1275173643O422-5 - Scott A. Mandia,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361947 to 201361966,20,5/11/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1273584269O421-5 - John Dias and Terry Tapp,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361927 to 201361946,20,5/9/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1273426574O437-5 - Denise Frizzell and Bev Wedda,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361887 to 201361926,40,4/27/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1272363789O420-7 - Kathy Petruccelli,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361867 to 201361886,20,4/25/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1272218952O419-5 - Karin Dunn,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253318 to 201253318,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of rogerhkb,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253319 to 201253319,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of spittinrivers,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253320 to 201253320,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of stro,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253321 to 201253321,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of kljennings,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253322 to 201253322,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of jmacris,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253323 to 201253323,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of ecoasbell,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253324 to 201253324,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of William Small,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253325 to 201253325,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of Greenman Alliance,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253326 to 201253326,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of RSAVIDGE,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253327 to 201253327,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of Jolshefsky,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253328 to 201253328,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of jsula00,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253329 to 201253329,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of Dave,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253330 to 201253330,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of belmarch,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253331 to 201253331,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of jennifersheu,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253332 to 201253332,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of rmaur00,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253333 to 201253333,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of mclia00,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253334 to 201253334,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of debbie,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201253335 to 201253335,1,4/19/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Eco Hatchery LLC,On Behalf of Third Party,Retirement on behalf of ninag,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361837 to 201361866,30,3/17/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1268849886O418-6 - Fellinger Household,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201360738 to 201361706,969,3/17/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of Crown Oil Ltd,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201359975 to 201360737,763,3/17/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of Crown Oil Ltd,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361817 to 201361836,20,3/12/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1268433555O417-5 - LiquidWholeFood.com,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361777 to 201361816,40,3/1/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1267497598O416-7 - Ann Morrow,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361747 to 201361756,10,2/6/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1265516314O436-4 - Daniel Wilusz,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361727 to 201361746,20,1/24/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1264344620O435-5 - Phil Gordon,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361757 to 201361776,20,1/15/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1263533751O405-5 - Kevin & Clodagh,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201361707 to 201361726,20,1/3/10,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1262577846O434-5 - Betsy Bennett,12/20/07,2010
ACR113,2003,ACR-US-113-2003-149-201359955 to 201359974,20,12/30/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1262188773O404-5 - Tom & Sue O'Dorisio,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359715 to 201359734,20,12/24/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1261710218O433-5 - Joel McCormack,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359945 to 201359954,10,12/22/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261497173O402-4 - Steven & Kathy Letendre,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359805 to 201359814,10,12/19/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261238894O395-4 - Ralph & Ellen Rosen,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359815 to 201359824,10,12/19/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261239304O396-4 - Ann & Everett Saslow,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359825 to 201359834,10,12/19/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261241326O397-4 - Andy Schotter,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359835 to 201359844,10,12/19/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261251149O399-4 - Jack and Beverly Gutschenritter,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359845 to 201359944,100,12/19/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261273118O400-9 - Brooks & Janet Davis,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359775 to 201359784,10,12/17/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261071267O392-4 - Rachel Eaton,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359785 to 201359794,10,12/17/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261077588O393-4 - Jacob Michaelson,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359795 to 201359804,10,12/17/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1261106919O394-4 - Clients and Friends,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359675 to 201359714,40,12/8/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1260295091O432-7 - Hannah,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359655 to 201359674,20,12/2/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1259814598O431-5 - Patty M Yann,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359755 to 201359764,10,11/30/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1259594790O389-4 - Anders Bjerregaard,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359765 to 201359774,10,11/30/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1259633817O390-4 - Mother Earth,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359735 to 201359754,20,11/28/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1259439239O388-5 - we,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359475 to 201359564,90,9/20/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1253473607O384-9 -Current and Future Generations,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359565 to 201359654,90,9/20/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1253473607O384-7 - Current and Future Generations,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359425 to 201359474,50,7/21/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,"Retirement on behalf of EBH1248176300O383-9 - Lonza Rockland, Inc.",12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359395 to 201359424,30,7/16/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1247721284O382-6 - Andrea,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359375 to 201359394,20,7/5/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1246767450O381-5 - Cultural Connections LLC,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359345 to 201359364,20,6/25/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1245944819O379-5 - Avi Kumin,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359365 to 201359374,10,6/25/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1245945237O380-4 - Avi Kumin,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357840 to 201359314,1475,6/10/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of CRMC2009052601O001-0 - Environmental Defense Fund,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359315 to 201359334,20,6/10/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1244637201O430-5 - Luis and Ruth Fernandez-Herlihy,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201359335 to 201359344,10,5/23/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1243105820O378-4 - Morgan Berry,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357830 to 201357839,10,4/25/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1240635018O377-4 - The Tanning Bed Chandelier,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357650 to 201357659,10,4/21/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1240344607O428-4 - Lyn and Gene Minor,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357660 to 201357669,10,4/21/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1240368015O429-4 - Alex Keally,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357780 to 201357829,50,4/16/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1239894423O376-9 - Nadia & Tanya,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357640 to 201357649,10,4/7/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1239152815O427-4 - Paul Kaufman,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357770 to 201357779,10,3/31/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1238551703O375-4 - Bianca J. Klein,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357750 to 201357769,20,3/11/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1236802852O374-5 - Cultural Connections LLC,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357670 to 201357749,80,3/9/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1236615330O372-7 - Barbara Shellito,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357630 to 201357639,10,2/23/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1235423639O371-4 - Keith Palmer,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201355738 to 201357329,1592,2/23/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of Crown Oil Ltd,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201255598 to 201255737,140,2/23/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of Crown Oil Ltd,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357620 to 201357629,10,2/20/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1235184887O426-4 - Jacob Michaelson,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357610 to 201357619,10,2/15/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1234755581O425-4 - T.R. Ludwig,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357490 to 201357509,20,2/10/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1234277939O423-5 - Jane Lubchenco,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357510 to 201357609,100,2/10/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1234299539O424-9 - Todd Zumwalt,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357440 to 201357489,50,2/8/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1234113524O422-9 - Douglas & Elizabeth Williams,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357390 to 201357439,50,1/28/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1233149626O421-9 - Adam Gebb,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357380 to 201357389,10,1/22/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1232662221O420-4 - Nadia Frankforter,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201357330 to 201357379,50,1/6/09,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1231256047O418-9 - The D'Eri Family,12/20/07,2009
ACR113,2003,ACR-US-113-2003-149-201255568 to 201255577,10,12/29/08,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1230568511O417-4 - Deborah Baldwin,12/20/07,2008
ACR113,2003,ACR-US-113-2003-149-201255578 to 201255597,20,12/29/08,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1230570269O370-5 - Jim Brasunas,12/20/07,2008
ACR113,2003,ACR-US-113-2003-149-201255228 to 201255397,170,12/27/08,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1230423474O369-9 - Shellito Family,12/20/07,2008
ACR113,2003,ACR-US-113-2003-149-201255398 to 201255567,170,12/27/08,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of EBH1230423474O369-5 - Shellito Family,12/20/07,2008
ACR113,2003,ACR-US-113-2003-149-201255128 to 201255227,100,12/25/08,Greater New Bedford LFG,Landfill Gas Capture & Combustion,Version 1.0,Dartmouth,MASSACHUSETTS,US,,No,Commonwealth Resource Management Corporation,Retail Program Requirements,Retirement on behalf of FGW1230251562O416-9 - Noah McCormack,12/20/07,2008
